#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
SAL_AC7282AA_AS.result.fasta.gz	SAL_AC7282AA_AS_NODE_15_length_93858_cov_6.595833	29710	30150	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AC7282AA_AS.result.fasta.gz	SAL_AC7282AA_AS_NODE_15_length_93858_cov_6.595833	44771	45413	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AC7367AA_AS.result.fasta.gz	SAL_AC7367AA_AS_NODE_15_length_49779_cov_7.423608	8586	9228	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AC7367AA_AS.result.fasta.gz	SAL_AC7367AA_AS_NODE_21_length_5625_cov_7.704074	1464	1904	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AC7367AA_AS.result.fasta.gz	SAL_AC7367AA_AS_NODE_21_length_5625_cov_7.704074	1927	2188	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AC7374AA_AS.result.fasta.gz	SAL_AC7374AA_AS_NODE_15_length_93869_cov_7.010081	48456	49098	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AC7374AA_AS.result.fasta.gz	SAL_AC7374AA_AS_NODE_15_length_93869_cov_7.010081	63719	64159	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AC7374AA_AS.result.fasta.gz	SAL_AC7374AA_AS_NODE_15_length_93869_cov_7.010081	64182	64443	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AC7390AA_AS.result.fasta.gz	SAL_AC7390AA_AS_NODE_15_length_49788_cov_9.284912	8586	9228	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AC7390AA_AS.result.fasta.gz	SAL_AC7390AA_AS_NODE_20_length_5633_cov_8.087904	3446	3707	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AC7390AA_AS.result.fasta.gz	SAL_AC7390AA_AS_NODE_20_length_5633_cov_8.087904	3730	4170	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AD0095AA_AS.result.fasta.gz	SAL_AD0095AA_AS_NODE_30_length_24582_cov_11.909262	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0096AA_AS.result.fasta.gz	SAL_AD0096AA_AS_NODE_27_length_24561_cov_9.440902	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0097AA_AS.result.fasta.gz	SAL_AD0097AA_AS_NODE_31_length_24582_cov_8.288980	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0098AA_AS.result.fasta.gz	SAL_AD0098AA_AS_NODE_30_length_24582_cov_7.748804	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0100AA_AS.result.fasta.gz	SAL_AD0100AA_AS_NODE_28_length_24582_cov_8.226457	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0101AA_AS.result.fasta.gz	SAL_AD0101AA_AS_NODE_32_length_24561_cov_6.054596	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0102AA_AS.result.fasta.gz	SAL_AD0102AA_AS_NODE_32_length_24561_cov_6.191987	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0103AA_AS.result.fasta.gz	SAL_AD0103AA_AS_NODE_32_length_24558_cov_10.823994	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0104AA_AS.result.fasta.gz	SAL_AD0104AA_AS_NODE_28_length_24582_cov_7.509712	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0105AA_AS.result.fasta.gz	SAL_AD0105AA_AS_NODE_29_length_24582_cov_7.160335	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0107AA_AS.result.fasta.gz	SAL_AD0107AA_AS_NODE_30_length_24582_cov_6.262768	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0108AA_AS.result.fasta.gz	SAL_AD0108AA_AS_NODE_28_length_24582_cov_6.525496	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0110AA_AS.result.fasta.gz	SAL_AD0110AA_AS_NODE_27_length_24561_cov_6.028485	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0114AA_AS.result.fasta.gz	SAL_AD0114AA_AS_NODE_24_length_40968_cov_7.041551	25644	26203	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0117AA_AS.result.fasta.gz	SAL_AD0117AA_AS_NODE_28_length_24561_cov_6.937833	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0118AA_AS.result.fasta.gz	SAL_AD0118AA_AS_NODE_3_length_469641_cov_10.673807	454295	454854	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0121AA_AS.result.fasta.gz	SAL_AD0121AA_AS_NODE_29_length_24564_cov_5.490199	9240	9799	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0127AA_AS.result.fasta.gz	SAL_AD0127AA_AS_NODE_27_length_24561_cov_8.070844	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0142AA_AS.result.fasta.gz	SAL_AD0142AA_AS_NODE_28_length_24561_cov_11.997135	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0144AA_AS.result.fasta.gz	SAL_AD0144AA_AS_NODE_28_length_24561_cov_7.241753	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD0144AA_AS.result.fasta.gz	SAL_AD0144AA_AS_NODE_34_length_5855_cov_103.093401	929	1080	+	Col156_1	1-152/154	===============	0/0	98.70	98.03	plasmidfinder	NC_009781	Col156_1__NC_009781	
SAL_AD0144AA_AS.result.fasta.gz	SAL_AD0144AA_AS_NODE_40_length_2829_cov_121.519245	2627	2757	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD0145AA_AS.result.fasta.gz	SAL_AD0145AA_AS_NODE_25_length_36180_cov_8.825507	31965	32676	-	IncX4_2	1-712/712	===============	0/0	100.00	84.83	plasmidfinder	FN543504	IncX4_2__FN543504	
SAL_AD0145AA_AS.result.fasta.gz	SAL_AD0145AA_AS_NODE_30_length_24582_cov_7.891106	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1417AA_AS.result.fasta.gz	SAL_AD1417AA_AS_NODE_26_length_40902_cov_7.573366	25583	26142	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1418AA_AS.result.fasta.gz	SAL_AD1418AA_AS_NODE_31_length_24561_cov_9.333347	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1418AA_AS.result.fasta.gz	SAL_AD1418AA_AS_NODE_34_length_17950_cov_6.105145	3022	3733	+	IncX4_2	1-712/712	===============	0/0	100.00	84.69	plasmidfinder	FN543504	IncX4_2__FN543504	
SAL_AD1419AA_AS.result.fasta.gz	SAL_AD1419AA_AS_NODE_31_length_37666_cov_3.168358	1722	2433	+	IncX4_2	1-712/712	===============	0/0	100.00	84.69	plasmidfinder	FN543504	IncX4_2__FN543504	
SAL_AD1419AA_AS.result.fasta.gz	SAL_AD1419AA_AS_NODE_35_length_24561_cov_9.601743	14766	15325	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1420AA_AS.result.fasta.gz	SAL_AD1420AA_AS_NODE_32_length_24561_cov_5.951011	9237	9796	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1422AA_AS.result.fasta.gz	SAL_AD1422AA_AS_NODE_31_length_24582_cov_6.821754	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1423AA_AS.result.fasta.gz	SAL_AD1423AA_AS_NODE_27_length_22757_cov_7.131728	7412	7971	+	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1424AA_AS.result.fasta.gz	SAL_AD1424AA_AS_NODE_30_length_25557_cov_6.717696	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD1425AA_AS.result.fasta.gz	SAL_AD1425AA_AS_NODE_32_length_24582_cov_11.696463	14787	15346	-	IncFIB(pN55391)_1	1-560/560	===============	0/0	100.00	100.00	plasmidfinder	CP016411	IncFIB(pN55391)_1__CP016411	
SAL_AD7996AA_AS.result.fasta.gz	SAL_AD7996AA_AS_NODE_19_length_67224_cov_42.565525	63573	64017	-	IncFII(SARC14)_1	1-445/445	===============	0/0	100.00	95.51	plasmidfinder	JQ418540	IncFII(SARC14)_1__JQ418540	
SAL_AD7996AA_AS.result.fasta.gz	SAL_AD7996AA_AS_NODE_19_length_67224_cov_42.565525	64277	64524	-	IncFII(S)_1	1-251/262	========/======	3/3	94.66	89.64	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AD7996AA_AS.result.fasta.gz	SAL_AD7996AA_AS_NODE_33_length_13973_cov_40.580962	2609	3251	-	IncFIB(pB171)_1	1-643/643	===============	0/0	100.00	90.82	plasmidfinder	AB024946	IncFIB(pB171)_1__AB024946	
SAL_AD8033AA_AS.result.fasta.gz	SAL_AD8033AA_AS_NODE_19_length_97900_cov_25.129105	73904	74162	+	IncFII(S)_1	2-262/262	========/======	1/2	98.85	95.40	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AD8033AA_AS.result.fasta.gz	SAL_AD8033AA_AS_NODE_19_length_97900_cov_25.129105	74192	74625	+	IncFII(pAR0022)_1	8-441/442	===============	0/0	98.19	82.72	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_15_length_89002_cov_32.274442	45507	45648	+	IncI1-I(Alpha)_1	1-142/142	===============	0/0	100.00	99.30	plasmidfinder	AP005147	IncI1-I(Alpha)_1__AP005147	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_23_length_9000_cov_53.201510	2579	2860	+	Col440II_1	1-282/282	===============	0/0	100.00	97.87	plasmidfinder	CP023921	Col440II_1__CP023921	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_23_length_9000_cov_53.201510	3439	3569	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	92.37	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_25_length_5180_cov_48.797744	3575	3857	+	Col440II_1	2-281/282	========/======	1/3	99.29	82.33	plasmidfinder	CP023921	Col440II_1__CP023921	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_25_length_5180_cov_48.797744	4471	4601	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	93.13	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8309AA_AS.result.fasta.gz	SAL_AD8309AA_AS_NODE_30_length_2286_cov_98.172765	719	849	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	93.13	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8832AA_AS.result.fasta.gz	SAL_AD8832AA_AS_NODE_39_length_8863_cov_31.474473	3334	3475	-	IncI1-I(Alpha)_1	1-142/142	===============	0/0	100.00	100.00	plasmidfinder	AP005147	IncI1-I(Alpha)_1__AP005147	
SAL_AD8832AA_AS.result.fasta.gz	SAL_AD8832AA_AS_NODE_45_length_4696_cov_30.813088	2044	2416	+	IncX1_3	1-373/373	===============	0/0	100.00	100.00	plasmidfinder	CP001123	IncX1_3__CP001123	
SAL_AD8839AA_AS.result.fasta.gz	SAL_AD8839AA_AS_NODE_23_length_4394_cov_81.872979	1404	1519	+	Col(pHAD28)_1	1-116/131	==============.	0/0	88.55	93.97	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8839AA_AS.result.fasta.gz	SAL_AD8839AA_AS_NODE_24_length_2506_cov_158.692728	2175	2303	+	Col(pHAD28)_1	1-129/131	===============	0/0	98.47	88.37	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8844AA_AS.result.fasta.gz	SAL_AD8844AA_AS_NODE_16_length_91747_cov_23.096643	1319	1759	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AD8844AA_AS.result.fasta.gz	SAL_AD8844AA_AS_NODE_16_length_91747_cov_23.096643	1782	2043	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AD8844AA_AS.result.fasta.gz	SAL_AD8844AA_AS_NODE_16_length_91747_cov_23.096643	79897	80539	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	100.00	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_17_length_91738_cov_19.124639	1290	1730	-	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_17_length_91738_cov_19.124639	1753	2014	-	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_17_length_91738_cov_19.124639	79916	80558	+	IncFIB(S)_1	1-643/643	===============	0/0	100.00	99.84	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_40_length_4378_cov_35.243472	461	743	-	Col440II_1	2-281/282	========/======	1/3	99.29	83.04	plasmidfinder	CP023921	Col440II_1__CP023921	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_40_length_4378_cov_35.243472	3999	4129	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	92.37	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8845AA_AS.result.fasta.gz	SAL_AD8845AA_AS_NODE_42_length_2829_cov_68.162102	1268	1398	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8849AA_AS.result.fasta.gz	SAL_AD8849AA_AS_NODE_14_length_79145_cov_12.493913	14125	14451	-	IncHI2_1	1-327/327	===============	0/0	100.00	100.00	plasmidfinder	BX664015	IncHI2_1__BX664015	
SAL_AD8849AA_AS.result.fasta.gz	SAL_AD8849AA_AS_NODE_14_length_79145_cov_12.493913	15069	15663	-	pKPC-CAV1321_1	2-596/596	========/======	2/2	99.66	80.37	plasmidfinder	CP011611	pKPC-CAV1321_1__CP011611	
SAL_AD8849AA_AS.result.fasta.gz	SAL_AD8849AA_AS_NODE_14_length_79145_cov_12.493913	29317	29946	+	IncHI2A_1	1-630/630	===============	0/0	100.00	100.00	plasmidfinder	BX664015	IncHI2A_1__BX664015	
SAL_AD8864AA_AS.result.fasta.gz	SAL_AD8864AA_AS_NODE_22_length_2829_cov_137.836047	1108	1238	+	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	100.00	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8864AA_AS.result.fasta.gz	SAL_AD8864AA_AS_NODE_25_length_2070_cov_158.251158	211	326	+	Col(pHAD28)_1	1-116/131	==============.	0/0	88.55	91.38	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_16_length_29666_cov_15.260842	9716	10358	-	IncFIB(S)_1	1-643/643	===============	0/0	100.00	98.91	plasmidfinder	FN432031	IncFIB(S)_1__FN432031	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_17_length_26974_cov_15.225835	24787	25048	+	IncFII(S)_1	1-262/262	===============	0/0	100.00	100.00	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_17_length_26974_cov_15.225835	25071	25511	+	IncFII(pAR0022)_1	1-441/442	===============	0/0	99.77	85.03	plasmidfinder	CP024882	IncFII(pAR0022)_1__CP024882	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_23_length_4177_cov_10.190864	1784	2157	-	IncX1_1	1-374/374	===============	0/0	100.00	98.66	plasmidfinder	EU370913	IncX1_1__EU370913	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_23_length_4177_cov_10.190864	2804	3146	-	IncX3_1	37-374/374	.=======/======	4/5	90.37	80.17	plasmidfinder	JN247852	IncX3_1__JN247852	
SAL_AD8869AA_AS.result.fasta.gz	SAL_AD8869AA_AS_NODE_24_length_3736_cov_83.755334	3379	3509	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	87.79	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_AD8871AA_AS.result.fasta.gz	SAL_AD8871AA_AS_NODE_24_length_41559_cov_44.656956	30695	30838	+	IncI1-I(Alpha)_1	4-139/142	========/======	5/12	94.37	81.51	plasmidfinder	AP005147	IncI1-I(Alpha)_1__AP005147	
SAL_AD8874AA_AS.result.fasta.gz	SAL_AD8874AA_AS_NODE_40_length_4720_cov_53.063575	579	709	-	ColRNAI_1	1-130/130	========/======	1/1	100.00	90.08	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
SAL_AD8874AA_AS.result.fasta.gz	SAL_AD8874AA_AS_NODE_43_length_3957_cov_59.020888	2454	2584	-	Col(pHAD28)_1	1-131/131	===============	0/0	100.00	93.13	plasmidfinder	KU674895	Col(pHAD28)_1__KU674895	
SAL_AD8880AA_AS.result.fasta.gz	SAL_AD8880AA_AS_NODE_17_length_87991_cov_13.698819	27511	27770	+	IncFII(S)_1	1-262/262	========/======	2/2	99.24	97.33	plasmidfinder	CP000858	IncFII(S)_1__CP000858	
